Date,Agent Name,Split/Skill,ACD Calls,Avg ACD Time,Avg ACW Time,ACD Time,ACW Time,Agent Ring Time,Other Time,AUX Time,Avail Time,Staffed Time,Assists,Trans Out,Held Calls,Avg Hold Time,TOTAL_I_ACDHOLD
2014-10-11,kandrew,YSB MerchantSolution,3,1196.333374,82.66666412,3589,248,32,12465,11766,4155,32255,0,0,3,363.6666565,1045
2014-10-11,wilmeth,YSB T3 Billing,4,184,0,736,0,31,9159,34074,26454,70454,0,0,0,,0
2014-10-11,wilmeth,YSM Tier 3 Small Biz,49,177.4081573,0,8693,0,343,890,34074,26454,70454,0,0,0,,0
2014-10-11,wilde,NCTechSuppMajor,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,wilde,NCBillPayments,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,wilde,NCBillingInvoic,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,wilde,NCTechSuppMinor,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,wilde,NCAdPlatSupport,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,mcgeel,NCTechSuppMajor,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,mcgeel,NCBillPayments,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,mcgeel,NCBillingInvoic,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,mcgeel,NCTechSuppMinor,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,mcgeel,NCAdPlatSupport,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,colpron,NCTechSuppMajor,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,colpron,NCBillPayments,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,colpron,NCBillingInvoic,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,colpron,NCTechSuppMinor,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,colpron,NCAdPlatSupport,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,byowell,YSB T3 Billing,1,175,0,175,0,9,2961,22466,6784,32395,0,0,0,,0
2014-10-11,byowell,YSB Outbound,0,,,0,0,0,3145,22466,6784,32395,0,0,0,,0
2014-10-11,byowell,YSM Tier 3 Small Biz,21,136.9047546,0,2875,0,85,185,22466,6784,32395,0,0,0,,0
2014-10-11,dangmarj,NCTechSuppMajor,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,dangmarj,NCBillPayments,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,dangmarj,NCBillingInvoic,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,dangmarj,NCTechSuppMinor,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-11,dangmarj,NCAdPlatSupport,0,,,0,0,0,0,86459,0,86459,0,0,0,,0
2014-10-12,raghavsa,YSB Cancel Save,0,0,0,0,0,0,10673,13682,8408,32763,0,0,0,0,0
2014-10-12,raghavsa,YSB Managed Accounts,0,0,0,0,0,0,10673,13682,8408,32763,0,0,0,0,0
2014-10-12,raghavsa,YSB Outbound,0,0,0,0,0,0,10673,13682,8408,32763,0,0,0,0,0
2014-10-12,raghavsa,YSB MerchantSolution,5,735.5999756,187.6000061,3678,938,47,6010,13682,8408,32763,0,0,2,600.5,1201
2014-10-12,raghavsa,375,1,2971,9,2971,9,11,7682,13682,8408,32763,0,0,1,2134,2134
2014-10-12,azmathm,YSB Cancel Save,0,0,0,0,0,0,3711,25853,4000,33564,0,0,0,0,0
2014-10-12,azmathm,YSB Managed Accounts,0,0,0,0,0,0,3711,25853,4000,33564,0,0,0,0,0
2014-10-12,azmathm,YSB Outbound,0,0,0,0,0,0,3711,25853,4000,33564,0,0,0,0,0
2014-10-12,azmathm,YSB MerchantSolution,2,1478,120,2956,240,12,503,25853,4000,33564,0,0,1,503,503
2014-10-12,azmathm,375,0,0,0,0,0,0,3711,25853,4000,33564,0,0,0,0,0
2014-10-12,ramzay,YSB T3 Billing,0,0,0,0,0,0,3749,59880,14641,78270,0,0,0,0,0
2014-10-12,ramzay,YSM Tier 3 Small Biz,8,258.125,198,2065,1584,37,63,59880,14641,78270,0,0,0,0,0
2014-10-12,bhuvanes,YSB Cancel Save,0,0,0,0,0,0,2517,18371,11995,32883,0,0,0,0,0
2014-10-12,bhuvanes,VHT MS Tech,0,0,0,0,0,0,2517,18371,11995,32883,0,0,0,0,0
2014-10-12,bhuvanes,YSB Outbound,0,0,0,0,0,0,2517,18371,11995,32883,0,0,0,0,0
2014-10-12,bhuvanes,YSB MerchantSolution,2,539.5,107.5,1079,215,19,1204,18371,11995,32883,0,0,1,104,104
2014-10-12,bhuvanes,375,2,547,5,1094,10,23,1390,18371,11995,32883,0,0,1,69,69
2014-10-12,yamuna,YSB T3 Billing,3,328,0,984,0,13,2644,13131,16858,33630,0,0,0,0,0
2014-10-12,yamuna,YSM Tier 3 Small Biz,14,181.2857208,0,2538,0,39,1064,13131,16858,33630,0,0,1,181,181
2014-10-12,sanjanak,YSB Cancel Save,0,0,0,0,0,0,4624,12122,4363,21109,0,0,0,0,0
2014-10-12,sanjanak,YSB Managed Accounts,0,0,0,0,0,0,4624,12122,4363,21109,0,0,0,0,0
2014-10-12,sanjanak,YSB Outbound,0,0,0,0,0,0,4624,12122,4363,21109,0,0,0,0,0
2014-10-12,sanjanak,YSB MerchantSolution,2,1275,62,2550,124,22,1928,12122,4363,21109,0,0,2,483.5,967
2014-10-12,sanjanak,375,1,626,320,626,320,11,3667,12122,4363,21109,0,0,1,453,453
2014-10-12,arifha,YSB Cancel Save,0,0,0,0,0,0,5331,11313,4421,21065,0,0,0,0,0
2014-10-12,arifha,YSB Managed Accounts,0,0,0,0,0,0,5331,11313,4421,21065,0,0,0,0,0
2014-10-12,arifha,YSB Outbound,0,0,0,0,0,0,5331,11313,4421,21065,0,0,0,0,0
2014-10-12,arifha,YSB MerchantSolution,1,502,81,502,81,6,4742,11313,4421,21065,0,0,1,247,247
2014-10-12,arifha,375,2,1554.5,79.5,3109,159,14,2049,11313,4421,21065,0,0,2,606.5,1213
2014-10-12,jaditya,YSB Cancel Save,1,1432,160,1432,160,10,6138,25266,7571,40577,0,0,1,436,436
2014-10-12,jaditya,YSB Managed Accounts,1,697,303,697,303,8,6732,25266,7571,40577,0,0,1,505,505
2014-10-12,jaditya,YSB Outbound,0,0,0,0,0,0,7740,25266,7571,40577,0,0,0,0,0
2014-10-12,jaditya,YSB MerchantSolution,2,789.5,288.5,1579,577,12,5572,25266,7571,40577,0,0,1,487,487
2014-10-12,jaditya,375,1,1088,438,1088,438,8,6206,25266,7571,40577,0,0,0,0,0
2014-10-12,deenavb,YSB Cancel Save,1,2026,28,2026,28,6,7964,14841,7914,32779,0,0,0,0,0
2014-10-12,deenavb,YSB Managed Accounts,0,0,0,0,0,0,10024,14841,7914,32779,0,0,0,0,0
2014-10-12,deenavb,YSB Outbound,0,0,0,0,0,0,10024,14841,7914,32779,0,0,0,0,0
2014-10-12,deenavb,375,1,88,114,1145,114,18,8747,14841,7914,32779,0,0,0,0,506
2014-10-12,deenavb,503,0,0,0,0,0,0,10024,14841,7914,32779,0,0,0,0,0
2014-10-12,deenavb,YSB MerchantSolution,6,945.166687,73.16666412,5671,439,70,3844,14841,7914,32779,0,0,0,0,0
2014-10-12,lohitv,YSB Cancel Save,0,0,0,0,0,0,4950,17222,12212,34384,0,0,0,0,0
2014-10-12,lohitv,YSB Managed Accounts,0,0,0,0,0,0,4950,17222,12212,34384,0,0,0,0,0
2014-10-12,lohitv,YSB Outbound,0,0,0,0,0,0,4950,17222,12212,34384,0,0,0,0,0
2014-10-12,lohitv,375,1,417,168,417,168,3,4362,17222,12212,34384,0,0,0,0,0
2014-10-12,lohitv,503,2,688,190.5,1376,381,16,3177,15525,11486,31961,0,0,1,324,324
2014-10-12,lohitv,YSB MerchantSolution,3,463.3333435,164.6666718,1390,494,17,3049,17222,12212,34384,0,0,1,364,364
2014-10-12,shafath,YSB Cancel Save,1,236,11,236,11,6,730,28707,3659,33349,0,0,0,0,0
2014-10-12,shafath,YSB Managed Accounts,1,294,3,294,3,4,682,28707,3659,33349,0,0,1,429,429
2014-10-12,shafath,YSB Outbound,0,0,0,0,0,0,983,28707,3659,33349,0,0,0,0,0
2014-10-12,shafath,YSB MerchantSolution,0,0,0,0,0,0,983,28707,3659,33349,0,0,0,0,0
2014-10-12,shafath,375,0,0,0,0,0,0,983,28707,3659,33349,0,0,0,0,0
2014-10-12,christur,YSB Cancel Save,1,606,125,606,125,8,3772,24873,4182,33566,0,0,0,0,0
2014-10-12,christur,YSB Managed Accounts,2,837,4,1674,8,20,2809,24873,4182,33566,0,0,1,333,333
2014-10-12,christur,YSB Outbound,0,0,0,0,0,0,4511,24873,4182,33566,0,0,0,0,0
2014-10-12,christur,375,1,594,16,594,16,5,3896,24873,4182,33566,0,0,2,403.5,352
2014-10-12,christur,503,0,0,0,0,0,0,4511,23235,4182,31928,0,0,0,0,0
2014-10-12,christur,YSB MerchantSolution,1,1084,7,1084,7,8,3412,24873,4182,33566,0,0,0,0,0
2014-10-12,smithmat,YSB Web Hosting Tech,0,0,0,0,0,0,20780,6494,5133,32407,0,0,0,0,0
2014-10-12,smithmat,YSB Managed Accounts,1,336,3,336,3,6,20435,6494,5133,32407,0,0,1,146,146
2014-10-12,smithmat,YSB Outbound,0,0,0,0,0,0,20780,6494,5133,32407,0,0,0,0,0
2014-10-12,smithmat,375,4,2150.25,70.25,8601,281,31,11867,6494,5133,32407,0,1,4,225.75,903
2014-10-12,smithmat,YSB Cancel Save,0,0,0,0,0,0,20780,6494,5133,32407,0,0,0,0,0
2014-10-12,smithmat,YSB MerchantSolution,10,795.5999756,74.19999695,7956,742,82,12000,6494,5133,32407,0,0,7,376,2632
2014-10-12,fischerd,YSB T3 Billing,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,fischerd,YSM Tier 3 Small Biz,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,nfisher,AlexRutkin Test Skil,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,tbowers,YSB Cancel Save,1,1031,83,1031,83,3,13073,8201,9827,32218,0,0,0,0,0
2014-10-12,tbowers,YSB Managed Accounts,0,0,0,0,0,0,14190,8201,9827,32218,0,0,0,0,0
2014-10-12,tbowers,YSB Outbound,0,0,0,0,0,0,14190,8201,9827,32218,0,0,0,0,0
2014-10-12,tbowers,YSB MerchantSolution,7,1592.714233,80,11149,560,31,2450,8201,9827,32218,0,1,2,65.5,131
2014-10-12,tbowers,375,2,570.5,11.5,1141,23,9,13017,8201,9827,32218,0,0,0,0,0
2014-10-12,johnsona,YSB Cancel Save,0,0,0,0,0,0,6643,14755,10969,32367,0,0,0,0,0
2014-10-12,johnsona,YSB Managed Accounts,0,0,0,0,0,0,6643,14755,10969,32367,0,0,0,0,0
2014-10-12,johnsona,YSB Outbound,0,0,0,0,0,0,6643,14755,10969,32367,0,0,0,0,0
2014-10-12,johnsona,YSB MerchantSolution,3,283.6666565,180.3333282,851,541,34,5217,14755,10969,32367,0,1,1,21,21
2014-10-12,johnsona,375,5,646,241.8000031,3230,1209,53,2151,14755,10969,32367,0,0,2,355,710
2014-10-12,wilmeth,YSB T3 Billing,0,0,0,0,0,0,3161,10795,25622,39578,0,0,0,0,0
2014-10-12,wilmeth,YSM Tier 3 Small Biz,14,194.4285736,0,2722,0,121,318,10795,25622,39578,0,0,1,318,318
2014-10-12,wilde,NCTechSuppMajor,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,wilde,NCBillPayments,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,wilde,NCBillingInvoic,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,wilde,NCTechSuppMinor,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,wilde,NCAdPlatSupport,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,mcgeel,NCTechSuppMajor,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,mcgeel,NCBillPayments,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,mcgeel,NCBillingInvoic,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,mcgeel,NCTechSuppMinor,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,mcgeel,NCAdPlatSupport,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,colpron,NCTechSuppMajor,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,colpron,NCBillPayments,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,colpron,NCBillingInvoic,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,colpron,NCTechSuppMinor,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,colpron,NCAdPlatSupport,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,hugh,YSB T3 Billing,0,0,0,0,0,0,5499,14362,24152,44013,0,0,0,0,0
2014-10-12,hugh,YSM Tier 3 Small Biz,13,400.3076782,0,5204,0,102,193,14362,24152,44013,0,0,2,96.5,193
2014-10-12,jillm,YSB Cancel Save,0,0,0,0,0,0,18114,10582,4159,32855,0,0,0,0,0
2014-10-12,jillm,YSB Managed Accounts,1,830,43,830,43,14,17227,10582,4159,32855,0,0,1,660,660
2014-10-12,jillm,YSB Outbound,0,0,0,0,0,0,18114,10582,4159,32855,0,0,0,0,0
2014-10-12,jillm,375,4,1281.5,486.25,5126,1945,55,10988,10582,4159,32855,0,0,4,713.75,2822
2014-10-12,jillm,YSB Billing,0,0,0,0,0,0,18114,10582,4159,32855,0,0,0,0,0
2014-10-12,jillm,YSB MerchantSolution,4,1694.5,406.25,6778,1625,55,9656,10582,4159,32855,0,0,2,746,1327
2014-10-12,byowell,YSB T3 Billing,4,149.75,0,599,0,26,2867,27928,22824,54244,0,0,1,82,82
2014-10-12,byowell,YSB Outbound,0,0,0,0,0,0,3492,27928,22824,54244,0,0,0,0,0
2014-10-12,byowell,YSM Tier 3 Small Biz,11,236.5454559,0,2602,0,68,822,27928,22824,54244,0,0,1,115,115
2014-10-12,dangmarj,NCTechSuppMajor,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,dangmarj,NCBillPayments,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,dangmarj,NCBillingInvoic,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,dangmarj,NCTechSuppMinor,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-12,dangmarj,NCAdPlatSupport,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-13,raghavsa,YSB Cancel Save,0,0,0,0,0,0,8098,16015,9179,33292,0,0,0,0,0
2014-10-13,raghavsa,YSB Managed Accounts,0,0,0,0,0,0,8098,16015,9179,33292,0,0,0,0,0
2014-10-13,raghavsa,YSB Outbound,0,0,0,0,0,0,8098,16015,9179,33292,0,0,0,0,0
2014-10-13,raghavsa,YSB MerchantSolution,0,0,0,2841,231,16,5010,16015,9179,33292,0,0,0,0,792
2014-10-13,raghavsa,375,3,982,176,2946,528,26,4598,16015,9179,33292,0,0,2,359,718
2014-10-13,azmathm,YSB Cancel Save,0,0,0,0,0,0,4569,18447,9407,32423,0,0,0,0,0
2014-10-13,azmathm,YSB Managed Accounts,0,0,0,0,0,0,4569,18447,9407,32423,0,0,0,0,0
2014-10-13,azmathm,YSB Outbound,0,0,0,0,0,0,4569,18447,9407,32423,0,0,0,0,0
2014-10-13,azmathm,YSB MerchantSolution,1,980,300,980,300,7,3282,18447,9407,32423,0,0,1,375,375
2014-10-13,azmathm,375,1,2116,86,2116,86,10,2357,18447,9407,32423,0,0,1,695,695
2014-10-13,ramzay,YSB T3 Billing,0,0,0,0,0,0,4249,8891,20173,33313,0,0,0,0,0
2014-10-13,ramzay,YSM Tier 3 Small Biz,18,228.0555573,0,4105,0,144,0,8891,20173,33313,0,0,0,0,0
2014-10-13,dilipd,YSB T3 Billing,0,0,0,0,0,0,1044,15638,3721,20403,0,0,0,0,0
2014-10-13,dilipd,YSM Tier 3 Small Biz,3,323.6666565,0,971,0,12,61,15638,3721,20403,0,0,0,0,0
2014-10-13,bhuvanes,YSB Cancel Save,1,369,334,369,334,9,8247,15958,6737,31654,0,0,0,0,0
2014-10-13,bhuvanes,VHT MS Tech,0,0,0,0,0,0,8959,15958,6737,31654,0,0,0,0,0
2014-10-13,bhuvanes,YSB Outbound,0,0,0,0,0,0,8959,15958,6737,31654,0,0,0,0,0
2014-10-13,bhuvanes,YSB MerchantSolution,1,447,25,447,25,12,8475,15958,6737,31654,0,0,0,0,0
2014-10-13,bhuvanes,375,5,1177.199951,44.40000153,5886,222,53,2798,15958,6737,31654,0,0,5,508,2540
2014-10-13,sushimd,YSB Cancel Save,1,128,6,128,6,13,14010,12055,4876,31088,0,0,0,0,0
2014-10-13,sushimd,YSB Managed Accounts,0,0,0,0,0,0,14157,12055,4876,31088,0,0,0,0,0
2014-10-13,sushimd,YSB Outbound,0,0,0,0,0,0,14157,12055,4876,31088,0,0,0,0,0
2014-10-13,sushimd,375,3,418.6666565,457.3333435,1256,1372,46,11483,12055,4876,31088,0,1,3,124.6666641,374
2014-10-13,sushimd,503,0,0,0,0,0,0,14157,12055,4876,31088,0,0,0,0,0
2014-10-13,sushimd,YSB MerchantSolution,11,706.4545288,199.3636322,7771,2193,143,4050,12055,4876,31088,0,0,3,207.3333282,622
2014-10-13,yamuna,YSB T3 Billing,0,0,0,0,0,0,0,23868,2658,26526,0,0,0,0,0
2014-10-13,yamuna,YSM Tier 3 Small Biz,0,0,0,0,0,0,0,23868,2658,26526,0,0,0,0,0
2014-10-13,bharath1,YSB Cancel Save,2,1884,72.5,3768,145,8,17719,5615,5127,32382,0,0,1,231,231
2014-10-13,bharath1,YSB Managed Accounts,0,0,0,0,0,0,21640,5615,5127,32382,0,0,0,0,0
2014-10-13,bharath1,YSB Outbound,0,0,0,0,0,0,21640,5615,5127,32382,0,0,0,0,0
2014-10-13,bharath1,375,2,796,304,1592,608,11,19429,5615,5127,32382,0,0,0,0,0
2014-10-13,bharath1,503,0,0,0,0,0,0,19353,5332,4100,28785,0,0,0,0,0
2014-10-13,bharath1,YSB MerchantSolution,13,932.2307739,234.6923065,12119,3051,107,6363,5615,5127,32382,0,0,0,0,0
2014-10-13,ashishk1,YSB Cancel Save,3,1101.666626,244.3333282,3305,733,17,19172,6553,3351,33131,0,0,1,1184,1184
2014-10-13,ashishk1,YSB Managed Accounts,2,451.5,94,903,192,18,22114,6553,3351,33131,0,0,2,514,1028
2014-10-13,ashishk1,YSB Outbound,0,0,0,0,0,0,23227,6553,3351,33131,0,0,0,0,0
2014-10-13,ashishk1,375,5,723.7999878,190.6000061,3619,953,31,18624,6553,3351,33131,0,0,4,215,860
2014-10-13,ashishk1,503,0,0,0,0,0,0,23227,6553,3351,33131,0,0,0,0,0
2014-10-13,ashishk1,YSB MerchantSolution,8,1067.375,211.25,8539,1690,64,12934,6553,3351,33131,0,1,4,332.5,1330
2014-10-13,maryjert,YSB Cancel Save,0,0,0,0,0,0,2778,5593,12433,20804,0,0,0,0,0
2014-10-13,maryjert,YSB Managed Accounts,0,0,0,0,0,0,2778,5593,12433,20804,0,0,0,0,0
2014-10-13,maryjert,YSB Outbound,0,0,0,0,0,0,2778,5593,12433,20804,0,0,0,0,0
2014-10-13,maryjert,YSB MerchantSolution,0,0,0,0,0,0,2778,5593,12433,20804,0,0,0,0,0
2014-10-13,maryjert,375,2,863,180.5,2138,361,35,244,5593,12433,20804,0,0,1,359,388
2014-10-13,arunya,YSB Cancel Save,2,576.5,143.5,1153,287,14,12087,13509,5076,32126,0,0,0,0,0
2014-10-13,arunya,YSB Managed Accounts,0,0,0,0,0,0,13541,13509,5076,32126,0,0,0,0,0
2014-10-13,arunya,YSB Outbound,0,0,0,0,0,0,13541,13509,5076,32126,0,0,0,0,0
2014-10-13,arunya,375,3,354.6666565,91.66666412,1064,275,24,12178,13509,5076,32126,0,0,1,218,218
2014-10-13,arunya,503,0,0,0,0,0,0,12132,12696,3775,28603,0,0,0,0,0
2014-10-13,arunya,YSB MerchantSolution,9,792.666687,129.6666718,7134,1167,87,5153,13509,5076,32126,0,0,9,348.8888855,3140
2014-10-13,haritas,YSB Cancel Save,0,0,0,0,0,0,0,21541,0,21541,0,0,0,0,0
2014-10-13,haritas,YSB Managed Accounts,0,0,0,0,0,0,0,21541,0,21541,0,0,0,0,0
2014-10-13,haritas,YSB Outbound,0,0,0,0,0,0,0,21541,0,21541,0,0,0,0,0
2014-10-13,haritas,YSB MerchantSolution,0,0,0,0,0,0,0,21541,0,21541,0,0,0,0,0
2014-10-13,haritas,375,0,0,0,0,0,0,0,21541,0,21541,0,0,0,0,0
2014-10-13,sanjanak,YSB Cancel Save,0,0,0,0,0,0,4955,18855,8031,31841,0,0,0,0,0
2014-10-13,sanjanak,YSB Managed Accounts,1,535,245,535,245,10,4165,18855,8031,31841,0,0,1,486,486
2014-10-13,sanjanak,YSB Outbound,0,0,0,0,0,0,4955,18855,8031,31841,0,0,0,0,0
2014-10-13,sanjanak,YSB MerchantSolution,1,883,187,883,187,7,3878,18855,8031,31841,0,0,1,2041,2041
2014-10-13,sanjanak,375,1,309,236,309,236,3,4407,18855,8031,31841,0,1,1,17,17
2014-10-13,eshanan,YSB T3 Billing,5,315,0,1575,0,26,892,5669,12214,20376,0,0,0,0,0
2014-10-13,eshanan,YSM Tier 3 Small Biz,6,135.6666718,0,814,0,43,1636,5669,12214,20376,0,0,0,0,0
2014-10-13,arifha,YSB Cancel Save,0,0,0,0,0,0,209,17287,10220,27716,0,0,0,0,0
2014-10-13,arifha,YSB Managed Accounts,0,0,0,0,0,0,209,17287,10220,27716,0,0,0,0,0
2014-10-13,arifha,YSB Outbound,0,0,0,0,0,0,209,17287,10220,27716,0,0,0,0,0
2014-10-13,arifha,YSB MerchantSolution,1,187,12,187,12,10,0,17287,10220,27716,0,0,0,0,0
2014-10-13,arifha,375,0,0,0,0,0,0,209,17287,10220,27716,0,0,0,0,0
2014-10-13,jaditya,YSB Cancel Save,0,0,0,0,0,0,12926,13410,11785,38121,0,0,0,0,0
2014-10-13,jaditya,YSB Managed Accounts,0,0,0,0,0,0,12926,13410,11785,38121,0,0,0,0,0
2014-10-13,jaditya,YSB Outbound,0,0,0,0,0,0,12926,13410,11785,38121,0,0,0,0,0
2014-10-13,jaditya,YSB MerchantSolution,3,1406.333374,314.6666565,4219,944,23,7740,13410,11785,38121,0,0,2,401,802
2014-10-13,jaditya,375,1,5230,415,5230,415,8,7273,13410,11785,38121,0,0,1,1285,1285
2014-10-13,amreenb,YSB Cancel Save,1,1078,15,1078,15,3,13615,14143,3576,32430,0,0,1,480,480
2014-10-13,amreenb,YSB Managed Accounts,2,199.5,25.5,399,51,8,14253,14143,3576,32430,0,0,0,0,0
2014-10-13,amreenb,YSB Outbound,0,0,0,0,0,0,14711,14143,3576,32430,0,0,0,0,0
2014-10-13,amreenb,YSB MerchantSolution,8,1103.875,111.875,8831,895,49,4936,14143,3576,32430,0,0,6,380.6666565,2284
2014-10-13,amreenb,375,2,339,70,678,140,14,13879,14143,3576,32430,0,0,0,0,0
2014-10-13,deenavb,YSB Cancel Save,0,0,0,0,0,0,1218,12587,16210,30015,0,0,0,0,0
2014-10-13,deenavb,YSB Managed Accounts,1,319,2,319,2,7,890,12587,16210,30015,0,0,1,253,253
2014-10-13,deenavb,YSB Outbound,0,0,0,0,0,0,1218,12587,16210,30015,0,0,0,0,0
2014-10-13,deenavb,375,2,765.5,2,474,4,11,729,12587,16210,30015,0,0,1,645,139
2014-10-13,deenavb,503,0,0,0,0,0,0,1218,12587,16210,30015,0,0,0,0,0
2014-10-13,deenavb,YSB MerchantSolution,0,0,0,0,0,9,1209,12587,16210,30015,0,0,0,0,0
2014-10-13,lohitv,YSB Cancel Save,0,0,0,0,0,0,2795,23374,6831,33000,0,0,0,0,0
2014-10-13,lohitv,YSB Managed Accounts,0,0,0,0,0,0,2795,23374,6831,33000,0,0,0,0,0
2014-10-13,lohitv,YSB Outbound,0,0,0,0,0,0,2795,23374,6831,33000,0,0,0,0,0
2014-10-13,lohitv,375,1,466,221,466,221,4,2104,23374,6831,33000,0,0,0,0,0
2014-10-13,lohitv,503,0,0,0,0,0,0,2795,23374,6831,33000,0,0,0,0,0
2014-10-13,lohitv,YSB MerchantSolution,2,802,244,1604,488,12,691,23374,6831,33000,0,0,0,0,0
2014-10-13,shirink,YSB Cancel Save,0,0,0,0,0,0,0,20982,0,20982,0,0,0,0,0
2014-10-13,shirink,YSB Managed Accounts,0,0,0,0,0,0,0,20982,0,20982,0,0,0,0,0
2014-10-13,shirink,YSB Outbound,0,0,0,0,0,0,0,20982,0,20982,0,0,0,0,0
2014-10-13,shirink,YSB MerchantSolution,0,0,0,0,0,0,0,20982,0,20982,0,0,0,0,0
2014-10-13,shirink,375,0,0,0,0,0,0,0,20982,0,20982,0,0,0,0,0
2014-10-13,shafath,YSB Cancel Save,0,0,0,0,0,0,6914,20302,5444,32660,0,0,0,0,0
2014-10-13,shafath,YSB Managed Accounts,0,0,0,0,0,0,6914,20302,5444,32660,0,0,0,0,0
2014-10-13,shafath,YSB Outbound,0,0,0,0,0,0,6914,20302,5444,32660,0,0,0,0,0
2014-10-13,shafath,YSB MerchantSolution,1,684,3,684,3,7,6220,20302,5444,32660,0,0,1,385,385
2014-10-13,shafath,375,1,4706,2,4706,2,4,2202,20302,5444,32660,0,0,1,1123,1123
2014-10-13,christur,YSB Cancel Save,0,0,0,0,0,0,10987,13352,8131,32470,0,0,0,0,0
2014-10-13,christur,YSB Managed Accounts,6,590.333313,136.8333282,3542,821,46,6578,13352,8131,32470,0,0,1,95,95
2014-10-13,christur,YSB Outbound,0,0,0,0,0,0,10987,13352,8131,32470,0,0,0,0,0
2014-10-13,christur,375,2,2134,136.5,4268,273,13,6433,13352,8131,32470,0,0,1,702,702
2014-10-13,christur,503,0,0,0,0,0,0,10987,13352,8131,32470,0,0,0,0,0
2014-10-13,christur,YSB MerchantSolution,2,411.5,161.5,823,323,21,9820,13352,8131,32470,0,0,1,60,60
2014-10-13,billyant,YSB Managed Accounts,0,0,0,0,0,0,0,7611,0,7611,0,0,0,0,0
2014-10-13,billyant,YSB Outbound,0,0,0,0,0,0,0,7611,0,7611,0,0,0,0,0
2014-10-13,billyant,YSB MerchantSolution,0,0,0,0,0,0,0,7611,0,7611,0,0,0,0,0
2014-10-13,stevdiaz,503,2,1934,3,3868,6,36,1309,11892,15245,32356,0,0,0,0,0
2014-10-13,stevdiaz,YSB Outbound,0,0,0,0,0,0,5219,11892,15245,32356,0,0,0,0,0
2014-10-13,stevdiaz,YSB MerchantSolution,2,618,22.5,1236,45,28,0,0,0,1309,0,0,0,0,0
2014-10-13,fischerd,YSB T3 Billing,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-13,fischerd,YSM Tier 3 Small Biz,0,0,0,0,0,0,0,86400,0,86400,0,0,0,0,0
2014-10-13,duyckl,YSB Cancel Save,1,702,16,702,16,9,21496,7140,2818,32181,0,0,1,384,384
