Date,Agent Name,Split/Skill,ACD Calls,Avg ACD Time,Avg ACW Time,ACD Time,ACW Time,Agent Ring Time,Other Time,AUX Time,Avail Time,Staffed Time,Assists,Trans Out,Held Calls,Avg Hold Time,TOTAL_I_ACDHOLD
2014-10-01,dainva,YSB Cancel Save,0,,,0,0,0,8665,19017,4455,32137,0,0,0,,0
2014-10-01,dainva,YSB Managed Accounts,2,163.5,220.5,327,441,10,7887,19017,4455,32137,0,0,1,387,387
2014-10-01,dainva,YSB Outbound,0,,,0,0,0,8665,19017,4455,32137,0,0,0,,0
2014-10-01,dainva,YSB MerchantSolution,3,685.666687,172.3333282,2057,517,23,6068,19017,4455,32137,0,1,2,238,476
2014-10-01,dainva,375,5,790.5999756,144.3999939,3953,722,52,3938,19017,4455,32137,0,0,1,153,153
2014-10-01,azmathm,YSB Cancel Save,0,,,0,0,0,4422,19028,10037,33487,0,0,0,,0
2014-10-01,azmathm,YSB Managed Accounts,0,,,0,0,0,4422,19028,10037,33487,0,0,0,,0
2014-10-01,azmathm,YSB Outbound,0,,,0,0,0,4422,19028,10037,33487,0,0,0,,0
2014-10-01,azmathm,YSB MerchantSolution,1,2604,376,2604,376,7,1435,19028,10037,33487,0,0,1,562,562
2014-10-01,azmathm,375,2,165.5,264.5,331,529,13,3549,19028,10037,33487,0,0,0,,0
2014-10-01,ramzay,YSB T3 Billing,0,,,0,0,0,507,22727,9870,33104,0,0,0,,0
2014-10-01,ramzay,YSM Tier 3 Small Biz,6,76.16666412,0.166666672,457,1,49,0,22727,9870,33104,0,0,0,,0
2014-10-01,dilipd,YSB T3 Billing,0,,,0,0,0,3048,69704,13640,86392,0,0,0,,0
2014-10-01,dilipd,YSM Tier 3 Small Biz,12,250.0833282,0,3001,0,38,9,69704,13640,86392,0,0,0,,0
2014-10-01,bhuvanes,YSB Cancel Save,0,,,0,0,0,2273,22076,8175,32524,0,0,0,,0
2014-10-01,bhuvanes,VHT MS Tech,0,,,0,0,0,2273,22076,8175,32524,0,0,0,,0
2014-10-01,bhuvanes,YSB Outbound,0,,,0,0,0,2273,22076,8175,32524,0,0,0,,0
2014-10-01,bhuvanes,YSB MerchantSolution,0,,,0,0,0,2273,22076,8175,32524,0,0,0,,0
2014-10-01,bhuvanes,375,3,426,112,1278,336,58,601,22076,8175,32524,0,0,2,189,378
2014-10-01,yamuna,YSB T3 Billing,0,,,0,0,0,1953,25491,12089,39533,0,0,0,,0
2014-10-01,yamuna,YSM Tier 3 Small Biz,7,270,0.571428597,1890,4,47,12,25491,12089,39533,0,0,0,,0
2014-10-01,bharath1,YSB Cancel Save,0,,,0,0,0,6443,8493,18109,33045,0,0,0,,0
2014-10-01,bharath1,YSB Managed Accounts,1,1178,212,1178,212,14,5039,8493,18109,33045,0,0,0,,0
2014-10-01,bharath1,YSB Outbound,0,,,0,0,0,6443,8493,18109,33045,0,0,0,,0
2014-10-01,bharath1,YSB MerchantSolution,3,1556.666626,73,4670,219,22,1532,8493,18109,33045,0,0,2,201,402
2014-10-01,bharath1,375,0,,,0,0,0,6443,8493,18109,33045,0,0,0,,0
2014-10-01,abduljab,YSB T3 Billing,0,,,0,0,0,1549,22486,17469,41504,0,0,0,,0
2014-10-01,abduljab,YSM Tier 3 Small Biz,12,125.5833359,0,1507,0,42,0,22486,17469,41504,0,0,0,,0
2014-10-01,maryjert,YSB Cancel Save,1,1149,75,1149,75,8,3798,5900,9725,20655,0,0,1,411,411
2014-10-01,maryjert,YSB Managed Accounts,0,,,0,0,0,5030,5900,9725,20655,0,0,0,,0
2014-10-01,maryjert,YSB Outbound,0,,,0,0,0,5030,5900,9725,20655,0,0,0,,0
2014-10-01,maryjert,YSB MerchantSolution,2,1403.5,187.5,2807,375,25,1823,5900,9725,20655,0,0,0,,0
2014-10-01,maryjert,375,1,60,49,60,49,11,4910,5900,9725,20655,0,0,0,,0
2014-10-01,ancilava,YSB Cancel Save,0,,,0,0,0,2974,22918,6691,32583,0,0,0,,0
2014-10-01,ancilava,YSB Managed Accounts,0,,,0,0,0,2974,22918,6691,32583,0,0,0,,0
2014-10-01,ancilava,YSB Outbound,0,,,0,0,0,2974,22918,6691,32583,0,0,0,,0
2014-10-01,ancilava,YSB MerchantSolution,2,1177.5,5,2355,10,21,588,22918,6691,32583,0,0,1,797,797
2014-10-01,ancilava,375,0,,,0,0,30,2944,22918,6691,32583,0,0,0,,0
2014-10-01,haritas,YSB Cancel Save,0,,,0,0,0,5426,19336,13271,38033,0,0,0,,0
2014-10-01,haritas,YSB Managed Accounts,0,,,0,0,0,5426,19336,13271,38033,0,0,0,,0
2014-10-01,haritas,YSB Outbound,0,,,0,0,0,5426,19336,13271,38033,0,0,0,,0
2014-10-01,haritas,YSB MerchantSolution,1,1680,3,1680,3,3,3740,19336,13271,38033,0,0,0,,0
2014-10-01,haritas,375,1,3722,3,3722,3,13,1688,19336,13271,38033,0,0,1,273,273
2014-10-01,sanjanak,YSB Cancel Save,0,,,0,0,0,15793,9151,6483,31427,0,0,0,,0
2014-10-01,sanjanak,YSB Managed Accounts,5,101.8000031,147,509,735,31,14518,9151,6483,31427,0,0,0,,0
2014-10-01,sanjanak,YSB Outbound,0,,,0,0,0,15793,9151,6483,31427,0,0,0,,0
2014-10-01,sanjanak,YSB MerchantSolution,11,340.9090881,196.0909119,3750,2157,99,9787,9151,6483,31427,0,0,5,372,1860
2014-10-01,sanjanak,375,8,510.125,172.875,4081,1383,70,10259,9151,6483,31427,0,0,5,426.3999939,2132
2014-10-01,eshanan,YSB Cancel Save,0,,,0,0,0,14186,10764,7284,32234,0,0,0,,0
2014-10-01,eshanan,YSB Managed Accounts,7,344.5714417,175.8571472,2412,1231,50,10493,10764,7284,32234,0,0,1,242,242
2014-10-01,eshanan,YSB Outbound,0,,,0,0,0,14186,10764,7284,32234,0,0,0,,0
2014-10-01,eshanan,YSB MerchantSolution,11,508.0909119,185.0909119,5589,2036,121,6440,10764,7284,32234,0,1,5,265.2000122,1326
2014-10-01,eshanan,375,1,1550,185,1550,185,9,12442,10764,7284,32234,0,0,0,,0
2014-10-01,jitender,YSB Cancel Save,0,,,0,0,0,2367,24710,5127,32204,0,0,0,,0
2014-10-01,jitender,YSB Managed Accounts,0,,,0,0,0,2367,24710,5127,32204,0,0,0,,0
2014-10-01,jitender,YSB Outbound,0,,,0,0,0,2367,24710,5127,32204,0,0,0,,0
2014-10-01,jitender,YSB MerchantSolution,1,1939,409,1939,409,4,15,24710,5127,32204,0,0,0,,0
2014-10-01,jitender,375,0,,,0,0,15,2352,24710,5127,32204,0,0,0,,0
2014-10-01,arifha,YSB Cancel Save,0,,,0,0,0,640,17540,2025,20205,0,0,0,,0
2014-10-01,arifha,YSB Managed Accounts,1,382,63,382,63,3,192,17540,2025,20205,0,0,1,192,192
2014-10-01,arifha,YSB Outbound,0,,,0,0,0,640,17540,2025,20205,0,0,0,,0
2014-10-01,arifha,YSB MerchantSolution,0,,,0,0,0,640,17540,2025,20205,0,0,0,,0
2014-10-01,arifha,375,0,,,0,0,0,640,17540,2025,20205,0,0,0,,0
2014-10-01,thahasee,YSB Cancel Save,2,1806,335.5,3612,671,21,13783,10054,5011,33152,0,0,2,199,398
2014-10-01,thahasee,YSB Managed Accounts,3,802.333313,173.6666718,2407,521,26,15133,10054,5011,33152,0,0,2,481,962
2014-10-01,thahasee,YSB Outbound,0,,,0,0,0,18087,10054,5011,33152,0,0,0,,0
2014-10-01,thahasee,YSB MerchantSolution,7,711.1428833,276.8571472,4978,1938,74,11097,10054,5011,33152,0,0,3,327,981
2014-10-01,thahasee,375,2,757.5,310.5,1515,621,10,15941,10054,5011,33152,0,0,0,,0
2014-10-01,jaditya,YSB Cancel Save,0,,,0,0,0,17485,11384,3148,32017,0,0,0,,0
2014-10-01,jaditya,YSB Managed Accounts,5,234,251.1999969,1170,1256,19,15040,11384,3148,32017,0,0,1,175,175
2014-10-01,jaditya,YSB Outbound,0,,,0,0,0,17485,11384,3148,32017,0,0,0,,0
2014-10-01,jaditya,YSB MerchantSolution,6,857.666687,264.1666565,5146,1585,53,10701,11384,3148,32017,0,0,5,325.6000061,1578
2014-10-01,jaditya,375,4,1440.5,76.5,5762,306,27,11390,11384,3148,32017,0,0,1,515,515
2014-10-01,suganyab,YSB Cancel Save,0,,,0,0,0,14503,13121,5328,32952,0,0,0,,0
2014-10-01,suganyab,YSB Managed Accounts,3,142.3333282,81.66666412,427,245,21,13810,13121,5328,32952,0,1,2,112,224
2014-10-01,suganyab,YSB Outbound,0,,,0,0,0,14503,13121,5328,32952,0,0,0,,0
2014-10-01,suganyab,YSB MerchantSolution,8,1060.375,146.625,8483,1173,73,4774,13121,5328,32952,0,0,6,460.1666565,2761
2014-10-01,suganyab,375,3,299.6666565,95,899,285,26,13293,13121,5328,32952,0,0,2,181,362
2014-10-01,amreenb,YSB Cancel Save,0,,,0,0,0,958,15393,121,16472,0,0,0,,0
2014-10-01,amreenb,YSB Managed Accounts,0,,,0,0,0,958,15393,121,16472,0,0,0,,0
2014-10-01,amreenb,YSB Outbound,0,,,0,0,0,958,15393,121,16472,0,0,0,,0
2014-10-01,amreenb,YSB MerchantSolution,1,597,360,597,360,1,0,15393,121,16472,0,0,0,,0
2014-10-01,amreenb,375,0,,,0,0,0,958,15393,121,16472,0,0,0,,0
2014-10-01,deenavb,YSB Cancel Save,0,,,0,0,0,1856,16231,12720,30807,0,0,0,,0
2014-10-01,deenavb,YSB Managed Accounts,0,,,0,0,0,1856,16231,12720,30807,0,0,0,,0
2014-10-01,deenavb,YSB Outbound,0,,,0,0,0,1856,16231,12720,30807,0,0,0,,0
2014-10-01,deenavb,YSB MerchantSolution,1,1343,100,1343,100,16,397,16231,12720,30807,0,0,1,916,916
2014-10-01,deenavb,375,0,,,0,0,0,1856,16231,12720,30807,0,0,0,,0
2014-10-01,lohitv,YSB Cancel Save,2,1363,161.5,2726,323,11,1613,25334,2253,32260,0,0,1,235,235
2014-10-01,lohitv,YSB Managed Accounts,2,137,215,274,430,5,3964,25334,2253,32260,0,0,0,,0
2014-10-01,lohitv,YSB Outbound,0,,,0,0,0,4673,25334,2253,32260,0,0,0,,0
2014-10-01,lohitv,YSB MerchantSolution,2,237,91,474,182,13,4004,25334,2253,32260,0,0,0,,0
2014-10-01,lohitv,375,0,,,0,0,0,4673,25334,2253,32260,0,0,0,,0
2014-10-01,shirink,YSB Cancel Save,0,,,0,0,0,10875,16527,6701,34103,0,0,0,,0
2014-10-01,shirink,YSB Managed Accounts,3,227.6666718,257.3333435,683,772,26,9394,16527,6701,34103,0,0,2,153.5,307
2014-10-01,shirink,YSB Outbound,0,,,0,0,0,10875,16527,6701,34103,0,0,0,,0
2014-10-01,shirink,YSB MerchantSolution,7,596,247.5714264,4172,1733,49,4921,16527,6701,34103,0,0,4,336.25,1345
2014-10-01,shirink,375,3,434.6666565,362.3333435,1304,1087,16,8468,16527,6701,34103,0,0,0,,0
2014-10-01,shafath,YSB Cancel Save,0,,,0,0,0,0,35122,0,35122,0,0,0,,0
2014-10-01,shafath,YSB Managed Accounts,0,,,0,0,0,0,35122,0,35122,0,0,0,,0
2014-10-01,shafath,YSB Outbound,0,,,0,0,0,0,35122,0,35122,0,0,0,,0
2014-10-01,shafath,YSB MerchantSolution,0,,,0,0,0,0,35122,0,35122,0,0,0,,0
2014-10-01,shafath,375,0,,,0,0,0,0,35122,0,35122,0,0,0,,0
2014-10-01,christur,YSB Cancel Save,0,,,0,0,0,4919,26118,1217,32254,0,0,0,,0
2014-10-01,christur,YSB Managed Accounts,0,,,0,0,0,4919,26118,1217,32254,0,0,0,,0
2014-10-01,christur,YSB Outbound,0,,,0,0,0,4919,26118,1217,32254,0,0,0,,0
2014-10-01,christur,YSB MerchantSolution,1,1275,5,1275,5,9,3630,26118,1217,32254,0,0,1,150,150
2014-10-01,christur,375,1,2172,74,2172,74,8,2665,26118,1217,32254,0,0,1,1226,1226
2014-10-01,stevdiaz,YSB Cancel Save,0,,,0,0,15,10222,17968,4234,32439,0,0,0,,0
2014-10-01,stevdiaz,YSB Managed Accounts,2,836,88,1672,176,16,8373,17968,4234,32439,0,0,2,554.5,1109
2014-10-01,stevdiaz,YSB Outbound,0,,,0,0,0,10237,17968,4234,32439,0,0,0,,0
2014-10-01,stevdiaz,YSB MerchantSolution,6,806.5,92.5,4839,555,61,4782,17968,4234,32439,0,0,1,149,149
2014-10-01,stevdiaz,375,3,710,184.3333282,2130,553,22,7532,17968,4234,32439,0,0,0,,0
2014-10-01,2327,NCTechSuppMajor,0,,,0,0,0,86400,0,0,86400,0,0,0,,0
2014-10-01,2327,NCBillPayments,0,,,0,0,0,86400,0,0,86400,0,0,0,,0
2014-10-01,2327,NCBillingInvoic,0,,,0,0,0,86400,0,0,86400,0,0,0,,0
2014-10-01,2327,NCTechSuppMinor,0,,,0,0,0,86400,0,0,86400,0,0,0,,0
2014-10-01,2327,NCAdPlatSupport,0,,,0,0,0,86400,0,0,86400,0,0,0,,0
2014-10-01,fischerd,YSB T3 Billing,0,,,0,0,0,0,16395,0,16395,0,0,0,,0
2014-10-01,fischerd,YSM Tier 3 Small Biz,0,,,0,0,0,0,16395,0,16395,0,0,0,,0
2014-10-01,duyckl,YSB Web Hosting Tech,1,379,80,379,80,4,14981,5413,4808,25665,0,0,1,93,93
2014-10-01,duyckl,YSB Cancel Save,1,1109,2,1109,2,3,18943,6570,5985,32612,0,0,1,1005,1005
2014-10-01,duyckl,YSB Managed Accounts,1,425,1,425,1,13,19618,6570,5985,32612,0,0,0,,0
2014-10-01,duyckl,YSB Outbound,0,,,0,0,0,20057,6570,5985,32612,0,0,0,,0
2014-10-01,duyckl,375,5,1193,89.59999847,5965,448,44,13600,6570,5985,32612,0,0,2,1113.5,2227
2014-10-01,duyckl,YSB Billing,1,1341,21,1341,21,3,0,0,0,1365,0,0,0,,0
2014-10-01,duyckl,YSB MerchantSolution,6,916.5,89.66666412,5499,538,48,13972,6570,5985,32612,0,0,4,308.75,1235
2014-10-01,mattbarr,YSB MDAS,0,,,0,0,0,3649,26123,2404,32176,0,0,0,,0
2014-10-01,mattbarr,YSB Managed Accounts,1,2181,363,2181,786,7,675,26123,2404,32176,0,0,1,757,757
2014-10-01,nfisher,AlexRutkin Test Skil,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,tbowers,YSB Web Hosting Tech,2,906.5,85,1813,170,10,14766,6769,5686,29214,0,0,2,262.5,386
2014-10-01,tbowers,YSB Managed Accounts,1,191,76,191,76,3,18118,6769,6947,32104,0,0,0,,0
2014-10-01,tbowers,YSB Outbound,0,,,0,0,0,18388,6769,6947,32104,0,0,0,,0
2014-10-01,tbowers,375,4,1147.75,61.75,4591,247,17,13533,6769,6947,32104,0,0,0,,0
2014-10-01,tbowers,YSB Cancel Save,0,,,0,0,0,18388,6769,6947,32104,0,0,0,,0
2014-10-01,tbowers,YSB MerchantSolution,18,528.5,90.22222137,9513,1624,75,7176,6769,6947,32104,0,4,5,51.59999847,258
2014-10-01,perales,YSB Cancel Save,4,516.25,47,2065,188,20,16128,6557,7384,32342,0,0,2,160.5,321
2014-10-01,perales,YSB Managed Accounts,0,,,0,0,0,18401,6557,7384,32342,0,0,0,,0
2014-10-01,perales,YSB Outbound,0,,,0,0,0,18401,6557,7384,32342,0,0,0,,0
2014-10-01,perales,YSB MerchantSolution,6,1552.666626,79.5,9316,477,32,8576,6557,7384,32342,0,0,1,627,627
2014-10-01,perales,375,6,763,113.6666641,4578,682,36,13105,6557,7384,32342,0,0,0,,0
2014-10-01,dupuis,YSB Web Hosting Tech,0,,,0,0,0,0,805,0,805,0,0,0,,0
2014-10-01,dupuis,YSB Managed Accounts,0,,,0,0,0,789,30285,0,31074,0,0,0,,0
2014-10-01,dupuis,YSB Outbound,0,,,0,0,0,789,30285,0,31074,0,0,0,,0
2014-10-01,dupuis,375,0,,,0,0,0,789,30285,0,31074,0,0,0,,0
2014-10-01,dupuis,YSB Cancel Save,1,437,347,437,347,3,2,30285,0,31074,0,0,1,159,159
2014-10-01,dupuis,YSB MerchantSolution,0,,,0,0,0,789,30285,0,31074,0,0,0,,0
2014-10-01,tqualls,YSB MDAS,0,,,0,0,0,0,30427,0,30427,0,0,0,,0
2014-10-01,tqualls,YSB Managed Accounts,0,,,0,0,0,0,30427,0,30427,0,0,0,,0
2014-10-01,imsmith,YSB Managed Accounts,0,,,0,0,0,0,30302,0,30302,0,0,0,,0
2014-10-01,imsmith,YSB Web Hosting Tech,0,,,0,0,0,0,27152,0,27152,0,0,0,,0
2014-10-01,imsmith,YSB MDAS,0,,,0,0,0,0,3150,0,3150,0,0,0,,0
2014-10-01,imsmith,YSB Outbound,0,,,0,0,0,0,27152,0,27152,0,0,0,,0
2014-10-01,imsmith,375,0,,,0,0,0,0,27152,0,27152,0,0,0,,0
2014-10-01,imsmith,YSB Cancel Save,0,,,0,0,0,0,27152,0,27152,0,0,0,,0
2014-10-01,imsmith,YSB MerchantSolution,0,,,0,0,0,0,27152,0,27152,0,0,0,,0
2014-10-01,nebenfuh,YSB MDAS,0,,,0,0,0,7144,16652,11981,35777,0,0,0,,0
2014-10-01,nebenfuh,YSB Managed Accounts,7,691,163.1428528,4837,1142,77,1088,16652,11981,35777,0,0,4,269.5,1078
2014-10-01,smjoshua,YSB MDAS,0,,,0,0,0,0,32873,0,32873,0,0,0,,0
2014-10-01,smjoshua,YSB Managed Accounts,0,,,0,0,0,0,32873,0,32873,0,0,0,,0
2014-10-01,falvey,YSB MDAS,0,,,0,0,0,0,32421,0,32421,0,0,0,,0
2014-10-01,falvey,YSB Managed Accounts,0,,,0,0,0,0,32421,0,32421,0,0,0,,0
2014-10-01,landauer,YSB T3 Billing,0,,,0,0,0,0,22669,0,22669,0,0,0,,0
2014-10-01,landauer,YSM Tier 3 Small Biz,0,,,0,0,0,0,22669,0,22669,0,0,0,,0
2014-10-01,dandort,YSB MDAS,0,,,0,0,0,2153,20211,8160,30524,0,0,0,,0
2014-10-01,dandort,YSB Managed Accounts,4,228,63.75,912,255,28,958,20211,8160,30524,0,0,4,215.25,861
2014-10-01,larryr,YSB MDAS,0,,,0,0,0,0,34941,0,34941,0,0,0,,0
2014-10-01,larryr,YSB Managed Accounts,0,,,0,0,0,0,34941,0,34941,0,0,0,,0
2014-10-01,fairchil,YSB T3 Billing,6,246,0,1476,0,53,77,15404,16113,33123,0,0,2,121,0
2014-10-01,kandrew,YSB Cancel Save,0,,,0,0,0,13347,23008,0,36355,0,0,2,122.5,0
2014-10-01,kandrew,YSB Managed Accounts,1,194,357,194,357,8,12788,23008,0,36355,0,0,0,,0
2014-10-01,kandrew,YSB Outbound,0,,,0,0,0,13347,23008,0,36355,0,0,0,,0
2014-10-01,kandrew,YSB MerchantSolution,4,2135,197.75,8540,791,15,4001,23008,0,36355,0,0,2,217,434
2014-10-01,kandrew,375,3,872.333313,198.6666718,2617,596,17,10117,23008,0,36355,0,0,1,285,285
2014-10-01,lukev,YSB T3 Billing,0,,,0,0,0,0,22752,0,22752,0,0,0,,0
2014-10-01,lukev,YSM Tier 3 Small Biz,0,,,0,0,0,0,22752,0,22752,0,0,0,,0
2014-10-01,adamdav,YSB T3 Billing,0,,,0,0,0,0,48690,0,48690,0,0,0,,0
2014-10-01,adamdav,YSM Tier 3 Small Biz,0,,,0,0,0,0,48690,0,48690,0,0,0,,0
2014-10-01,wilde,NCTechSuppMajor,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,wilde,NCBillPayments,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,wilde,NCBillingInvoic,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,wilde,NCTechSuppMinor,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,wilde,NCAdPlatSupport,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,lindsayh,NCTechSuppMajor,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,lindsayh,NCBillPayments,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,lindsayh,NCBillingInvoic,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,lindsayh,NCTechSuppMinor,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,lindsayh,NCAdPlatSupport,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,mcgeel,NCTechSuppMajor,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,mcgeel,NCBillPayments,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,mcgeel,NCBillingInvoic,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,mcgeel,NCTechSuppMinor,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,mcgeel,NCAdPlatSupport,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,colpron,NCTechSuppMajor,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,colpron,NCBillPayments,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,colpron,NCBillingInvoic,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,colpron,NCTechSuppMinor,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,colpron,NCAdPlatSupport,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,hugh,YSB T3 Billing,6,165.1666718,243.5,991,1461,27,6237,16744,15815,41275,0,0,1,76,76
2014-10-01,hugh,YSM Tier 3 Small Biz,30,186.6333313,3.433333397,5599,103,236,2778,16744,15815,41275,0,0,0,,0
2014-10-01,kalong,YSB Cancel Save,2,638.5,273,1277,546,17,3840,26745,0,32425,0,0,2,243.5,487
2014-10-01,kalong,YSB Managed Accounts,0,,,0,0,0,5680,26745,0,32425,0,0,0,,0
2014-10-01,kalong,YSB Outbound,0,,,0,0,0,5680,26745,0,32425,0,0,0,,0
2014-10-01,kalong,YSB MerchantSolution,1,809,512,809,512,7,4352,26745,0,32425,0,0,1,296,296
2014-10-01,kalong,375,2,642,245.5,1284,491,20,3885,26745,0,32425,0,0,1,241,241
2014-10-01,jillm,YSB Cancel Save,0,,,0,0,0,16041,15621,2151,33813,0,0,0,,0
2014-10-01,jillm,YSB Managed Accounts,0,,,0,0,0,16041,15621,2151,33813,0,0,0,,0
2014-10-01,jillm,YSB Outbound,0,,,0,0,0,16041,15621,2151,33813,0,0,0,,0
2014-10-01,jillm,375,3,1576,264.6666565,4728,794,47,10472,15621,2151,33813,0,0,2,358.5,717
2014-10-01,jillm,YSB Billing,1,534,425,534,425,14,10764,12661,2078,26476,0,0,1,333,333
2014-10-01,jillm,YSB MerchantSolution,5,1661.800049,42.20000076,8309,211,59,7462,15621,2151,33813,0,0,2,449.5,899
2014-10-01,ryand,YSB T3 Billing,0,,,0,0,0,0,13527,0,13527,0,0,0,,0
2014-10-01,ryand,YSB Web Analytics,0,,,0,0,0,0,13527,0,13527,0,0,0,,0
2014-10-01,ryand,YSM Tier 3 Small Biz,0,,,0,0,0,0,13527,0,13527,0,0,0,,0
2014-10-01,eckenrod,YSB Cancel Save,1,1372,573,1372,573,6,17537,6484,4637,30609,0,0,0,,0
2014-10-01,eckenrod,YSB Managed Accounts,1,553,642,553,642,11,18282,6484,4637,30609,0,0,1,415,415
2014-10-01,eckenrod,YSB Outbound,0,,,0,0,0,19488,6484,4637,30609,0,0,0,,0
2014-10-01,eckenrod,375,6,1196.5,164,7179,984,53,11272,6484,4637,30609,0,0,2,254.5,509
2014-10-01,eckenrod,YSB Billing,0,,,0,0,0,14265,5189,3860,23314,0,0,0,,0
2014-10-01,eckenrod,YSB MerchantSolution,4,1410.5,416.5,5642,1666,19,12161,6484,4637,30609,0,0,2,225.5,451
2014-10-01,jcorco,YSB T3 Billing,1,109,0,109,0,9,6693,21311,11173,39295,0,0,0,,0
2014-10-01,jcorco,YSM Tier 3 Small Biz,36,158.222229,6.333333492,5696,228,270,617,21311,11173,39295,0,0,3,166.3333282,499
2014-10-01,chaseh,YSB T3 Billing,0,,,0,0,0,0,21958,0,21958,0,0,0,,0
2014-10-01,chaseh,YSB Web Analytics,0,,,0,0,0,0,21958,0,21958,0,0,0,,0
2014-10-01,chaseh,YSM Tier 3 Small Biz,0,,,0,0,0,0,21958,0,21958,0,0,0,,0
2014-10-01,bariarol,YSB T3 Billing,4,299.25,0,1197,0,38,4979,13172,11997,31383,0,0,0,,0
2014-10-01,bariarol,YSM Tier 3 Small Biz,14,330.2857056,0,4624,0,103,1487,13172,11997,31383,0,0,2,116,232
2014-10-01,byowell,YSB T3 Billing,0,,,0,0,0,0,12345,0,12345,0,0,0,,0
2014-10-01,byowell,YSB Outbound,0,,,0,0,0,0,12345,0,12345,0,0,0,,0
2014-10-01,byowell,YSM Tier 3 Small Biz,0,,,0,0,0,0,12345,0,12345,0,0,0,,0
2014-10-01,tharris1,VHT Other Bill,0,,,0,0,0,0,8,0,8,0,0,0,,0
2014-10-01,tharris1,YSB Outbound,0,,,0,0,0,0,8,0,8,0,0,0,,0
2014-10-01,tharris1,YSB Billing,0,,,0,0,0,0,8,0,8,0,0,0,,0
2014-10-01,dangmarj,NCTechSuppMajor,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,dangmarj,NCBillPayments,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,dangmarj,NCBillingInvoic,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,dangmarj,NCTechSuppMinor,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-01,dangmarj,NCAdPlatSupport,0,,,0,0,0,0,86400,0,86400,0,0,0,,0
2014-10-02,raghavsa,YSB Cancel Save,1,1597,7,1597,7,8,22,26476,4340,32450,0,0,1,153,153
2014-10-02,raghavsa,YSB Managed Accounts,0,,,0,0,0,1634,26476,4340,32450,0,0,0,,0
2014-10-02,raghavsa,YSB Outbound,0,,,0,0,0,1634,26476,4340,32450,0,0,0,,0
2014-10-02,raghavsa,YSB MerchantSolution,0,,,0,0,0,1634,26476,4340,32450,0,0,0,,0
2014-10-02,raghavsa,375,0,,,0,0,0,1634,26476,4340,32450,0,0,0,,0
2014-10-02,dainva,YSB Cancel Save,0,,,0,0,0,7683,10208,9753,27644,0,0,0,,0
2014-10-02,dainva,YSB Managed Accounts,1,767,1210,767,1210,3,5703,10208,9753,27644,0,0,1,254,254
2014-10-02,dainva,YSB Outbound,0,,,0,0,0,7683,10208,9753,27644,0,0,0,,0
2014-10-02,dainva,YSB MerchantSolution,1,1714,326,1714,326,7,5636,10208,9753,27644,0,0,0,,0
2014-10-02,dainva,375,2,1480.5,149.5,2961,299,24,4399,10208,9753,27644,0,0,1,59,59
2014-10-02,azmathm,YSB Cancel Save,0,,,0,0,0,2821,12365,17268,32454,0,0,0,,0
2014-10-02,azmathm,YSB Managed Accounts,0,,,0,0,0,2821,12365,17268,32454,0,0,0,,0
2014-10-02,azmathm,YSB Outbound,0,,,0,0,0,2821,12365,17268,32454,0,0,0,,0
2014-10-02,azmathm,YSB MerchantSolution,2,1041,217,2082,434,18,287,12365,17268,32454,0,0,1,251,251
2014-10-02,azmathm,375,1,11,8,11,8,6,2796,12365,17268,32454,0,0,0,,0
2014-10-02,ramzay,YSB T3 Billing,0,,,0,0,0,1553,64618,12229,78400,0,0,0,,0
2014-10-02,ramzay,YSM Tier 3 Small Biz,6,250.6666718,0,1504,0,49,0,64618,12229,78400,0,0,0,,0
2014-10-02,dilipd,YSB T3 Billing,1,166,0,166,0,2,1437,23277,18193,43075,0,0,0,,0
