Calendar Date,Week End Date,YYYY Mm,Queue,Vendor Location Detail,Agent Name,CSR Completed In Service Level,CSR Completed Out Of Service Level,CSR Complete Total,CSR Escalation,CSR Redirect Total,EPH Count,EPH Time,EPH,MSG Age
9/4/2014,9/6/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,haritas,4,0,4,0,1,5,"5,830",2,"1,702"
9/4/2014,9/6/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,jaditya,3,0,3,0,0,4,"10,841",1,430
9/4/2014,9/6/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,lohitv,1,0,1,0,0,1,"1,737",2,111
9/4/2014,9/6/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,maryjert,11,0,11,1,2,13,"24,119",2,"2,470"
9/4/2014,9/6/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,sunilrd,3,0,3,0,0,5,625,17,51
9/4/2014,9/6/2014,2014-09,SMB-SMBOther-Tech-FL,SMB - Agents,dainva,0,3,3,0,0,4,"14,137",1,"16,071"
9/4/2014,9/6/2014,2014-09,SMB-SMBOther-Tech-FL,SMB - Agents,sanjanak,0,1,1,0,0,1,"1,866",2,"1,568"
9/4/2014,9/6/2014,2014-09,SMB-SMBOther-Tech-FL,SMB - Agents,sunilrd,5,12,17,0,0,20,"7,354",8,"48,915"
9/4/2014,9/6/2014,2014-09,SMB-SocialMedia-Tech-FL,SMB - Agents,sanjanak,0,2,2,0,0,2,"2,513",3,"4,035"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,amreenb,16,1,17,0,1,17,"24,642",2,"10,878"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,arifha,5,0,5,0,0,5,"3,322",5,"2,639"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,arunya,5,0,5,0,0,4,"2,405",7,"4,207"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,azmathm,8,0,8,0,0,8,"9,536",3,"7,310"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,bharath1,8,0,8,0,0,9,"8,900",3,"7,035"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,bhuvanes,15,2,17,0,0,17,"10,285",6,"13,808"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,deenavb,7,0,7,0,0,9,"15,698",2,"2,543"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,haritas,5,0,5,0,0,5,"5,421",3,"1,696"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,jitender,13,0,13,0,0,15,"8,164",6,"9,866"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,maryjert,7,0,7,0,0,9,"6,566",4,"6,128"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sanjanak,3,0,3,0,0,3,"3,066",4,"1,025"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sindhupk,8,0,8,0,0,11,"6,089",5,"5,559"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sunilrd,2,0,2,0,0,5,"10,693",1,"1,768"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sushimd,11,0,11,0,0,13,"15,107",3,"7,915"
9/4/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,thahasee,1,0,1,0,0,1,"2,003",2,542
9/4/2014,9/6/2014,2014-09,SMB-YSBPhoneTickets-Phone-FL,SMB - Agents,ashishk1,1,0,1,0,0,,,,74
9/4/2014,9/6/2014,2014-09,SMB-YSBPhoneTickets-Phone-FL,SMB - Agents,sunilrd,1,0,1,1,0,,,,43
9/5/2014,9/6/2014,2014-09,AMR-EN-Mail-PIM-Tech-T1,SMB - Agents,dainva,1,0,1,0,0,1,235,15,5
9/5/2014,9/6/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,ancilava,9,4,13,0,0,13,"9,718",5,"15,987"
9/5/2014,9/6/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,haritas,6,0,6,0,0,10,"2,849",8,"1,295"
9/5/2014,9/6/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,sunilrd,3,0,3,0,0,3,"6,028",2,"3,281"
9/5/2014,9/6/2014,2014-09,SMB-Domains-Tech-ET,SMB - Escalation Team,abduljab,1,0,1,0,0,1,72,50,1
9/5/2014,9/6/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,bhuvanes,1,0,1,0,0,1,493,7,"1,126"
9/5/2014,9/6/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,haritas,2,0,2,0,0,2,"1,430",5,"2,158"
9/5/2014,9/6/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,raghavsa,9,0,9,0,0,10,"3,951",8,"10,736"
9/5/2014,9/6/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,shirink,8,0,8,0,1,9,"12,371",2,"9,226"
9/5/2014,9/6/2014,2014-09,SMB-EN-YahooStore-Tech-ET,SMB - Agents,shirink,0,1,1,0,0,1,"7,431",0,"6,721"
9/5/2014,9/6/2014,2014-09,SMB-LocalEnhanced-Tech-FL,SMB - Agents,dainva,0,1,1,0,0,,,,"2,404"
9/5/2014,9/6/2014,2014-09,SMB-LocalEnhanced-Tech-FL,SMB - Agents,sunilrd,13,1,14,0,0,,,,"10,035"
9/5/2014,9/6/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,haritas,7,0,7,1,1,9,"17,914",1,"3,126"
9/5/2014,9/6/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,maryjert,12,0,12,0,0,12,"2,875",15,544
9/5/2014,9/6/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,sindhupk,1,0,1,0,0,1,636,6,210
9/5/2014,9/6/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,sunilrd,1,0,1,0,0,1,836,4,46
9/5/2014,9/6/2014,2014-09,SMB-TechSupport-Tech-FL,SMB - Agents,sunilrd,3,0,3,0,0,3,"1,329",8,"1,457"
9/5/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,bhuvanes,7,1,8,0,0,7,"5,023",6,"5,179"
9/5/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,christur,0,5,5,0,0,7,"7,595",2,"11,628"
9/5/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,haritas,4,1,5,0,0,5,"7,330",2,"7,068"
9/5/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,jitender,9,0,9,0,0,10,"11,470",3,"11,631"
9/5/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,maryjert,12,0,12,0,1,12,"8,777",5,"14,934"
9/5/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sindhupk,3,0,3,0,0,4,"1,222",9,"3,995"
9/5/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sunilrd,3,1,4,0,0,4,"8,487",2,"5,597"
9/5/2014,9/6/2014,2014-09,SMB-YSBPhoneTickets-Phone-FL,SMB - Agents,eshanan,1,0,1,1,0,,,,35
9/6/2014,9/6/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,ancilava,9,0,9,0,0,10,"10,008",3,"9,622"
9/6/2014,9/6/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,arunya,0,21,21,0,0,21,"9,010",8,"38,899"
9/6/2014,9/6/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,azmathm,8,0,8,0,0,8,"4,624",6,"7,253"
9/6/2014,9/6/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,arunya,0,4,4,0,0,4,"1,547",9,"9,831"
9/6/2014,9/6/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,raghavsa,0,25,25,0,1,25,"11,011",8,"59,568"
9/6/2014,9/6/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,shafath,0,5,5,0,1,5,"14,254",1,"13,070"
9/6/2014,9/6/2014,2014-09,SMB-LocalEnhanced-Tech-FL,SMB - Agents,sunilrd,0,2,2,0,0,,,,"7,656"
9/6/2014,9/6/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,deenavb,2,0,2,0,0,3,"16,119",0,799
9/6/2014,9/6/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,haritas,3,0,3,0,0,4,"9,475",1,"2,154"
9/6/2014,9/6/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,sunilrd,3,0,3,0,0,3,38,284,131
9/6/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,arunya,0,5,5,0,0,6,"2,663",7,"17,440"
9/6/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,azmathm,0,5,5,0,0,5,"8,157",2,"17,385"
9/6/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,bharath1,0,19,19,0,0,19,"17,903",4,"65,320"
9/6/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,christur,0,12,12,0,0,15,"8,791",5,"29,645"
9/6/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,shafath,1,0,1,0,0,1,769,5,7
9/6/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sindhupk,0,9,9,0,0,12,"6,723",5,"23,073"
9/6/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sunilrd,0,1,1,0,0,1,420,9,"2,601"
9/6/2014,9/6/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sushimd,0,9,9,0,0,10,"27,909",1,"23,437"
9/7/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,arunya,5,0,5,0,0,5,"1,210",15,"4,245"
9/7/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,azmathm,20,0,20,0,0,19,"10,538",7,"13,398"
9/7/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,bharath1,1,0,1,0,0,1,39,92,634
9/7/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,arunya,0,2,2,0,0,2,"1,192",6,"4,762"
9/7/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,raghavsa,0,32,32,0,3,32,"11,313",10,"85,384"
9/7/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,shafath,0,20,20,0,6,19,"25,646",3,"67,139"
9/7/2014,9/13/2014,2014-09,SMB-LocalBasic-Tech-FL,SMB - Agents,deenavb,0,1,1,0,0,2,823,4,"22,923"
9/7/2014,9/13/2014,2014-09,SMB-LocalEnhanced-Tech-FL,SMB - Agents,lohitv,11,8,19,0,0,,,,"35,040"
9/7/2014,9/13/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,deenavb,9,0,9,0,0,9,"11,412",3,"7,180"
9/7/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,arifha,0,5,5,0,0,5,"16,152",1,"15,918"
9/7/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,arunya,0,25,25,0,1,26,"18,255",5,"89,919"
9/7/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,ashishk1,0,19,19,0,0,21,"26,842",3,"55,877"
9/7/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,azmathm,0,18,18,0,0,18,"12,537",5,"63,859"
9/7/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,bharath1,1,30,31,0,0,31,"27,994",4,"107,575"
9/7/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,deenavb,0,14,14,0,0,14,"7,756",6,"35,091"
9/7/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,shafath,3,8,11,0,1,11,"9,466",4,"26,550"
9/7/2014,9/13/2014,2014-09,SMB-YSBPhoneTickets-Phone-FL,SMB - Agents,ashishk1,1,0,1,0,0,,,,234
9/7/2014,9/13/2014,2014-09,SMB-YSBPhoneTickets-Phone-FL,SMB - Agents,raghavsa,1,0,1,1,0,,,,34
9/8/2014,9/13/2014,2014-09,SMB-BillingEscalations-Billing-ET,SMB - Escalation Team,abduljab,1,0,1,0,0,1,26,138,59
9/8/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,arunya,11,0,11,0,0,11,"8,192",5,"10,041"
9/8/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,azmathm,21,0,21,0,1,21,"12,170",6,"16,153"
9/8/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,bhuvanes,7,0,7,0,0,7,"5,522",5,"6,895"
9/8/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,haritas,2,0,2,0,0,2,367,20,42
9/8/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,sunilrd,1,0,1,0,0,1,154,23,227
9/8/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,arunya,0,7,7,0,0,7,"1,124",22,"18,017"
9/8/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,azmathm,7,1,8,0,0,8,956,30,"5,887"
9/8/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,raghavsa,2,24,26,0,1,26,"10,848",9,"62,602"
9/8/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,shafath,0,29,29,0,8,27,"21,122",5,"92,999"
9/8/2014,9/13/2014,2014-09,SMB-LocalBasic-Tech-FL,SMB - Agents,deenavb,0,2,2,0,0,2,"1,885",4,"19,410"
9/8/2014,9/13/2014,2014-09,SMB-LocalEnhanced-Tech-FL,SMB - Agents,sunilrd,3,4,7,0,0,,,,"11,526"
9/8/2014,9/13/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,deenavb,4,0,4,0,0,4,"4,764",3,"1,285"
9/8/2014,9/13/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,eshanan,4,0,4,0,0,4,117,123,299
9/8/2014,9/13/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,haritas,6,0,6,0,0,7,"15,416",1,"3,405"
9/8/2014,9/13/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,maryjert,1,0,1,0,0,1,"2,314",2,507
9/8/2014,9/13/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,raghavsa,1,0,1,0,0,1,"3,506",1,95
9/8/2014,9/13/2014,2014-09,SMB-SalesSupport-Tech-FL,SMB - Agents,jaditya,0,1,1,0,0,1,"1,127",3,"7,967"
9/8/2014,9/13/2014,2014-09,SMB-SalesSupport-Tech-FL,SMB - Agents,lohitv,1,0,1,0,0,1,"4,402",1,82
9/8/2014,9/13/2014,2014-09,SMB-TechSupport-Tech-FL,SMB - Agents,haritas,4,1,5,0,0,5,"3,292",5,"8,330"
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,arifha,0,1,1,0,0,4,"10,571",0,"3,371"
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,arunya,0,15,15,0,0,16,"5,632",10,"49,467"
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,ashishk1,0,14,14,0,0,14,"12,839",4,"45,119"
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,azmathm,0,10,10,0,0,10,"10,357",3,"37,392"
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,bharath1,0,33,33,0,1,34,"81,070",1,"117,140"
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,bhuvanes,8,3,11,0,0,11,"5,588",7,"14,137"
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,christur,0,17,17,0,0,18,"17,845",3,"59,461"
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,deenavb,17,1,18,0,0,18,"13,893",5,"12,792"
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,haritas,1,0,1,0,0,1,536,7,418
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,lohitv,2,12,14,0,0,15,"16,118",3,"41,804"
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,maryjert,0,6,6,0,0,7,"7,698",3,"20,170"
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,shafath,7,0,7,0,0,4,"1,367",18,26
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sunilrd,0,3,3,0,0,5,"15,140",1,"11,546"
9/8/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-phone-FL,SMB - Agents,deenavb,1,0,1,0,1,,,,0
9/8/2014,9/13/2014,2014-09,SMB-YSBPhoneTickets-Phone-FL,SMB - Agents,ashishk1,1,0,1,1,0,,,,18
9/9/2014,9/13/2014,2014-09,AMR-EN-Mail-Plus-Billing-T1,SMB - Agents,jaditya,1,0,1,0,0,1,250,14,12
9/9/2014,9/13/2014,2014-09,AMR-EN-YahooAcct-Phone-Tech-T1,SMB - Agents,deenavb,1,0,1,0,1,,,,0
9/9/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,amreenb,2,0,2,0,0,2,"5,685",1,"1,691"
9/9/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,ashishk1,7,0,7,0,0,8,"4,709",5,"5,159"
9/9/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,azmathm,9,2,11,1,0,11,"14,064",3,"11,870"
9/9/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,bhuvanes,6,0,6,0,0,8,"3,414",6,"3,272"
9/9/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,haritas,8,1,9,0,0,9,"9,624",3,"11,043"
9/9/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,raghavsa,1,0,1,0,0,1,"1,399",3,845
9/9/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,sanjanak,6,0,6,0,2,6,74,292,"1,200"
9/9/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,shirink,1,0,1,0,0,1,664,5,408
9/9/2014,9/13/2014,2014-09,SMB-BusinessMail-Tech-FL,SMB - Agents,sunilrd,2,0,2,0,0,3,693,10,517
9/9/2014,9/13/2014,2014-09,SMB-Domains-Tech-ET,SMB - Escalation Team,abduljab,1,2,3,0,0,2,845,13,"7,716"
9/9/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,amreenb,0,2,2,0,0,2,"4,341",2,"3,345"
9/9/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,arifha,10,14,24,0,5,25,"16,304",5,"37,107"
9/9/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,arunya,1,27,28,0,2,28,"8,423",12,"60,881"
9/9/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,ashishk1,0,2,2,0,0,2,"1,963",4,"3,536"
9/9/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,bharath1,0,4,4,0,0,5,"13,405",1,"8,077"
9/9/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,raghavsa,1,5,6,0,0,6,"6,266",3,"9,429"
9/9/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,sanjanak,3,0,3,0,0,5,"15,786",1,"1,746"
9/9/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,shafath,0,22,22,0,4,21,"18,789",4,"46,997"
9/9/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,shirink,0,9,9,0,0,10,"11,687",3,"16,165"
9/9/2014,9/13/2014,2014-09,SMB-Domains-Tech-FL,SMB - Agents,suganyab,0,1,1,0,0,1,"1,271",3,"1,532"
9/9/2014,9/13/2014,2014-09,SMB-EscalationTeam-Tech-ET,SMB - Escalation Team,abduljab,2,0,2,0,0,2,73,99,976
9/9/2014,9/13/2014,2014-09,SMB-LocalBasic-Tech-FL,SMB - Agents,shafath,1,0,1,0,0,1,442,8,845
9/9/2014,9/13/2014,2014-09,SMB-LocalEnhanced-Tech-FL,SMB - Agents,haritas,17,6,23,1,0,,,,"40,538"
9/9/2014,9/13/2014,2014-09,SMB-LocalEnhanced-Tech-FL,SMB - Agents,sunilrd,14,1,15,0,0,,,,"12,534"
9/9/2014,9/13/2014,2014-09,SMB-Localworks-Tech-FL,SMB - Agents,sunilrd,0,5,5,1,1,,,,"33,381"
9/9/2014,9/13/2014,2014-09,SMB-Management-Tech-ET,SMB - Agents,sushimd,0,1,1,0,0,1,"1,682",2,"7,123"
9/9/2014,9/13/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,arifha,1,0,1,0,0,1,396,9,15
9/9/2014,9/13/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,dainva,1,0,1,0,0,2,"1,698",2,746
9/9/2014,9/13/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,haritas,1,1,2,0,0,2,"4,022",2,"2,186"
9/9/2014,9/13/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,jaditya,1,0,1,0,0,2,"15,838",0,415
9/9/2014,9/13/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,maryjert,6,0,6,0,0,5,"20,213",1,"2,258"
9/9/2014,9/13/2014,2014-09,SMB-MerchantSolutions-Tech-FL,SMB - Agents,suganyab,1,0,1,1,0,1,"2,294",2,60
9/9/2014,9/13/2014,2014-09,SMB-MerchantSolutions-Tech-phone-FL,SMB - Agents,arunya,1,0,1,0,0,,,,5
9/9/2014,9/13/2014,2014-09,SMB-SMBOther-Tech-FL,SMB - Agents,amreenb,0,2,2,0,0,2,"1,133",6,"12,141"
9/9/2014,9/13/2014,2014-09,SMB-SMBOther-Tech-FL,SMB - Agents,ashishk1,1,1,2,0,0,2,"3,924",2,"6,779"
9/9/2014,9/13/2014,2014-09,SMB-SMBOther-Tech-FL,SMB - Agents,dainva,2,3,5,0,5,7,512,35,"23,808"
9/9/2014,9/13/2014,2014-09,SMB-SMBOther-Tech-FL,SMB - Agents,jaditya,0,4,4,0,0,4,"2,769",5,"21,107"
9/9/2014,9/13/2014,2014-09,SMB-SMBOther-Tech-FL,SMB - Agents,sanjanak,2,4,6,0,0,6,388,56,"34,441"
9/9/2014,9/13/2014,2014-09,SMB-SMBOther-Tech-FL,SMB - Agents,thahasee,0,3,3,0,0,3,"3,239",3,"6,386"
9/9/2014,9/13/2014,2014-09,SMB-SocialMedia-Tech-FL,SMB - Agents,dainva,4,12,16,0,0,16,"1,011",57,"63,811"
9/9/2014,9/13/2014,2014-09,SMB-SocialMedia-Tech-FL,SMB - Agents,sanjanak,2,0,2,0,0,2,190,38,272
9/9/2014,9/13/2014,2014-09,SMB-TechSupport-Tech-FL,SMB - Agents,sunilrd,1,0,1,0,0,1,43,84,222
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,amreenb,1,8,9,0,0,10,"22,244",1,"20,412"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,ancilava,0,8,8,0,0,9,"4,754",6,"16,758"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,arifha,5,1,6,0,0,7,809,27,"3,593"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,arunya,1,17,18,0,0,18,"11,853",5,"37,143"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,ashishk1,0,12,12,0,1,13,"15,968",3,"27,306"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,azmathm,0,12,12,0,0,13,"8,466",5,"31,516"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,bharath1,0,19,19,0,0,19,"13,798",5,"43,057"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,bhuvanes,15,7,22,0,0,24,"9,964",8,"32,455"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,christur,0,20,20,0,1,21,"25,882",3,"45,130"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,dainva,2,2,4,0,0,4,"6,441",2,"15,987"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,deenavb,7,6,13,0,0,13,"17,947",3,"15,229"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,haritas,3,0,3,0,0,3,919,12,"1,589"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,jaditya,0,1,1,0,0,1,"8,123",0,"2,379"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,jitender,0,22,22,0,0,22,"12,941",6,"39,809"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,lohitv,9,12,21,0,1,23,"24,598",3,"36,134"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,maryjert,0,2,2,0,1,6,"8,221",1,"4,985"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sanjanak,4,0,4,0,0,4,640,23,"2,828"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,shafath,3,2,5,0,0,4,"2,608",7,"4,068"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,shirink,6,1,7,0,0,8,"5,577",5,"7,919"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sindhupk,5,13,18,0,0,19,"8,332",8,"29,499"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,suganyab,0,1,1,0,0,1,"1,922",2,"1,548"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sunilrd,1,8,9,0,0,11,"10,724",3,"19,772"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,sushimd,1,11,12,0,1,12,"27,298",2,"24,172"
9/9/2014,9/13/2014,2014-09,SMB-WebHosting-Tech-FL,SMB - Agents,thahasee,1,1,2,0,0,2,"1,872",4,"2,932"
